lng	lat
7.1769444444444	51.327777777778
11.636666666667	49.985277777778
13.454166666667	52.341944444444
11.546111111111	53.034444444444
8.7605555555556	53.046388888889
9.0397222222222	49.921111111111
7.5941666666667	50.783611111111
7.9108333333333	54.185555555556
10.238333333333	49.142777777778
7.6316666666667	51.525
13.598888888889	51.015555555556
6.7536111111111	51.283055555556
11.236666666667	50.950833333333
11.150833333333	49.655277777778
8.6372222222222	50.053611111111
13.563055555556	53.762777777778
9.5722222222222	50.5925
14.130555555556	52.411388888889
9.2491666666667	50.411944444444
7.8919444444444	51.170555555556
11.5975	51.343055555556
10.205	53.685555555556
14.368888888889	50.928055555556
10.795277777778	52.363333333333
7.7083333333333	51.856944444444
7.1455555555556	50.861666666667
13.563888888889	52.019722222222
10.349722222222	47.745833333333
8.5841666666667	48.993055555556
9.3402777777778	48.913055555556
12.473055555556	51.436111111111
13.134722222222	52.910277777778
11.794444444444	51.995
11.311666666667	48.263333333333
12.3375	48.234722222222
6.4902777777778	51.237222222222
11.005	54.305
8.8486111111111	50.276388888889
9.3691666666667	52.626666666667
6.5319444444444	50.015833333333
11.035	49.503333333333
6.6363888888889	50.8225
8.2855555555556	52.2
11.816388888889	48.180277777778
12.526666666667	49.040277777778
8.5413888888889	49.781666666667
9.8833333333333	52.25
9.2566666666667	48.696666666667
8.6447222222222	48.381666666667
8.1625	50.250555555556
13.2875	52.561388888889
13.248888888889	54.511111111111
8.471219444	49.96182778
11.129444444444	48.579444444444
9.1108333333333	51.505833333333
7.28	51.048333333333
7.4177777777778	49.229166666667